Server provider,Specialization,code,Latitude,Longitude,the address,phone,Governorate,area,provider
El Shorouk Hospital,hospital,PH17,30.06881583,31.19926585,"3, 5 Bahr El Ghazal Street, off Ahmed Orabi Street - Journalists' Quarter",(010) 01775572-(02) 33044901,Giza,Engineers,Misr Insurance
El-Salam Hospital,hospital,PH32,30.05360133,31.20049695,3 Syria Street,33030502,Giza,Engineers,AXA Egypt
Dar Al Fouad Hospital,hospital,PH76,30.10003185,30.9428802,26th of July Extension - Tourist Area - Next to Misr University for Science and Technology,16370-0238247247- 01122211199,Giza,October,MetLife Egypt
Al Haram Hospital,hospital,PH11,30.00432988,31.17413884,104 Al Haram Street – Al Kom Al Akhdar,33860235,Giza,Pyramid,Misr Life Insurance
Al Amal Hospital in Mohandessin,hospital,PH12,30.05559467,31.1914033,"25 Fawzy Ramah Street, off Shehab Street, Mohandessin",33479217,Giza,Engineers,Egypt Healthcare
Al-Shabrawishi Hospital,hospital,PH04,30.04179584,31.21619236,High Dam Square – Dokki,37606444,Giza,Dokki,Suez Canal Insurance
Al-Kateb Hospital,hospital,PH44,30.04261075,31.21761641,"17 El Kateb Street, Fini Square - Dokki",37488811 -33353231,Giza,Dokki,Misr Insurance
Egypt International Hospital,hospital,PH17,30.04341962,31.21611416,12 El Saraya Street – Fini Square – Dokki,37608263,Giza,Dokki,AXA Egypt
Elmarwa Hospital,hospital,PH32,30.03623933,31.19802171,3 Sudan Street - Dokki,37494327,Giza,Dokki,MetLife Egypt
Agricultural Hospital,hospital,PH76,30.04213049,31.21021726,"1 Al Nahda Street, next to the Ministry of Agriculture",33377677,Giza,Dokki,Misr Life Insurance
Dr. Badran Hospital,hospital,PH11,30.04821463,31.20673698,"3 Al-Ahrar Street, behind the Agricultural Museum - Dokki",33372808,Giza,Dokki,Egypt Healthcare
Badrawi Hospital,hospital,PH12,30.05131362,31.19343999,"39 Damascus Street, Engineers",37490018,Giza,Engineers,Suez Canal Insurance
Al Jazeera Hospital,hospital,PH04,30.01028693,31.19234744,8 Ahmed Lotfy El Sayed Street - El Mesaha - Faisal,233925413,Giza,Faisal,Misr Insurance
Resala Hospital,hospital,PH44,30.01200403,31.19151034,457 King Faisal Street – Al-Masaah – Giza,‏35835603‏,Giza,Faisal,AXA Egypt
Al-Kawkab Medical Hospital,hospital,PH17,30.0366604,31.21613098,"12 Dr. El-Salouly Street, El-Mesaha Square, Dokki",237617936,Giza,Dokki,MetLife Egypt
Al-Zahraa Specialized Hospital in Al-Ayat,hospital,PH32,29.61587671,31.25283548,"Army Street, next to the Agricultural Administration, Giza",1112010111,Giza,Al-Ayyat,Misr Life Insurance
Al-Jabri Hospital,hospital,PH76,29.99732219,31.15102427,"459 Faisal Street, Al-Masaah Station",33925457,Giza,Faisal,Egypt Healthcare
Sheikh Zayed Specialized Hospital,hospital,PH11,30.03308923,31.00335561,Central Axis – Sheikh Zayed City,38500921,Giza,Sheikh Zayed,Suez Canal Insurance
Al Safwa Hospital,hospital,PH12,29.96628555,30.9514375,"6th of October, First District, next to Al-Hosary Mosque",238372266,Giza,October,Misr Insurance
6th October Military Hospital,hospital,PH04,29.95675837,31.04307848,Al-Hosary Mosque–First District Service Center–6th of October,38371200,Giza,October,AXA Egypt
Al-Zuhour Hospital,hospital,PH44,29.99118655,30.93763978,"6th of October, 7th District, in front of Al-Ra'ida Language School, Services Area",238362462,Giza,October,MetLife Egypt
Dream Hospital,hospital,PH17,29.97244836,31.03851772,Oasis Road - Dreamland - 6th of October,238580437,Giza,October,Misr Life Insurance
Souad Kafafi Teaching Hospital,hospital,PH32,29.962222,30.92942684,"The Distinguished Neighborhood, Tourist Village 7 – 6th of October",16111 -38354685,Giza,October,Egypt Healthcare
Neurosurgery and Spine Hospital,hospital,PH76,29.97862693,30.93920775,"Al-Liwaa Mall, Lasity Building, behind Al-Hosary Mosque – 6th of October",38382240,Giza,October,Suez Canal Insurance
Global Care Hospital,hospital,PH11,30.03107166,30.99894738,"Central Axis, Youth Street, behind the Islamic Complex, Sheikh Zayed",38512920,Giza,Sheikh Zayed,Misr Insurance
Ibn Sina Specialized Hospital,hospital,PH12,30.04007021,31.20843283,"24 Mossadeq Street, Dokki, Giza",37601316,Giza,Dokki,AXA Egypt
6th of October University Hospital,hospital,PH04,29.97890137,30.95034273,"6th of October, First District",1212662227,Giza,October,MetLife Egypt
Agouza Hospital,hospital,PH44,30.0544713,31.21453226,"176 Nile Corniche Street, Agouza, Mohandessin",233462005,Giza,Engineers,Misr Life Insurance
Al-Reda Specialized Hospital,hospital,PH17,30.07045007,31.20225468,"103 Tolba Ln, Madinet Al Eelam, Agouza",233047296,Giza,Engineers,Egypt Healthcare
El Waha Hospital,hospital,PH32,30.06508034,31.20063368,"11 Ali El Sayed Street, off Ahmed Orabi Street - Mohandessin",1274444351,Giza,Engineers,Suez Canal Insurance
Gannah Hospital,hospital,PH76,30.00713592,31.19352997,"372 Al Haram Street, in front of Radobis Cinema",33946002,Giza,Pyramid,Misr Insurance
Welcare Hospital,hospital,PH11,30.05055516,31.19374009,- Engineers - 51 Damascus Street,15695,Giza,Engineers,AXA Egypt
International Kidney and Urology Hospital,hospital,PH12,30.06871467,31.19578352,"3 Qomeil Labib, Mit Oqba, Al-Agouza District, Giza, Giza Governorate",233052000,Giza,Engineers,MetLife Egypt
Tabarak Children's Hospital,hospital,PH04,30.08704087,31.21687519,Imbaba - 2 Mohamed El Embaby St. off Shooting Club St.,37124477,Giza,Imbaba,Misr Life Insurance
Tabarak Children's Hospital,hospital,PH44,30.01750274,31.19475797,Faisal - 434 King Faisal Street,35822244,Giza,Faisal,Egypt Healthcare
Tabarak Children's Hospital,hospital,PH17,30.07993265,31.20910912,"1 Ahmed Rakha St., IMBABA,",35651300,Giza,Urbanism,Suez Canal Insurance
Tabarak Hospital for Women and Maternity,hospital,PH32,30.00368592,31.16960111,"King Faisal St, Kafr Tohormos /B, Al Haram,",35822244,Giza,Faisal,Misr Insurance
Tabarak Children's Hospital,hospital,PH76,30.009686,31.17278901,Order - 2 Kafr Tahrmas Road - Faisal,1115257150,Giza,Faisal,AXA Egypt
Tabarak Children's Hospital,hospital,PH11,29.99116109,31.24979303,"76 El Fayoum St., Dar El-Salam, El Basatin,",39848426,Giza,peace,MetLife Egypt
Tabarak Children's Hospital,hospital,PH12,30.0407511,31.00812057,"Sheikh Zayed - City Center, next to the General Hospital, above Al-Burj Laboratory",38519915,Giza,Sheikh Zayed,Misr Life Insurance
Tabarak Children's Hospital,hospital,PH04,29.98323348,31.20010504,"1 Ahmed Ibrahim El Gazzar Street, off Church Street - El Mounib",33076246,Giza,Al-Munib,Egypt Healthcare
Tabarak Children's Hospital,hospital,PH44,29.99402065,31.10662198,"76B Khufu Entrance, above Rushdi Pharmacy - Hadayek Al Ahram",39745115,Giza,Pyramids Gardens,Suez Canal Insurance
Neuro Espitalia Hospital,hospital,PH17,29.98453771,30.98327792,Plot No. 2 - The Distinguished Neighborhood,15235,Giza,October,Misr Insurance
An endoscopic orthopedic surgery hospital,hospital,PH32,30.05575494,31.20752826,16 Dr. Al-Mahrouqi Street - Aswan Square,01553200802/3/4-0233443448/9,Giza,Engineers,AXA Egypt
ABC Hospital (The Arab Center for Obesity and Cosmetic Surgery),hospital,PH76,30.05388736,31.20083608,- Engineers - 15 Amr Street,2322,Giza,Engineers,MetLife Egypt
Shams Al Hayat Hospital,hospital,PH11,30.00193544,31.15317462,327 Al Haram Main Street - Talbiya Station - Third Floor,01101160114-01030102000-01101160115,Giza,Pyramid,Misr Life Insurance
Grand Clinic Worship Complex,Specialized Clinics Center,PH12,29.97183325,30.94455336,"Zamzam Tower 2, 4th Floor - Next to Al-Hosary Mosque",01098881111-38381540,Giza,October,Egypt Healthcare
Columbia Clinic,Specialized Clinics Center,PH04,30.03724113,31.21302638,5 Qasim Street,1067706838,Giza,Dokki,Suez Canal Insurance
"Shariyan Center for Catheterization, Cardiology and Intensive Care",Specialized Clinics Center,PH44,30.0006855,31.16419233,242 King Faisal Street - next to Al Taawon Gas Station,237412229-237412228,Giza,Faisal,Misr Insurance
Spine Safety and Neurosurgery Center,Specialized Clinics Center,PH17,30.0389775,31.21394969,114 Tahrir Street - Dokki - next to Dokki Metro Station,01064165660-0233351513,Giza,Dokki,AXA Egypt
Trust Labs,Analysis laboratories,PH32,30.03891818,31.03412134,"Downtown Zayed, next to Zayed Specialized Hospital, Sheikh Zayed",38513363,Giza,Sheikh Zayed,MetLife Egypt
Trust Labs,Analysis laboratories,PH76,30.03840729,31.21214012,"97 El Tahrir Street - Dokki, 5th Floor",37498649,Giza,Dokki,Misr Life Insurance
Trust Labs,Analysis laboratories,PH11,30.05156776,31.20925254,10 Al Batal Ahmed Abdel Aziz Street,37620529,Giza,Engineers,Egypt Healthcare
Sigma Lab,Analysis laboratories,PH12,30.00140261,31.16672878,King Faisal Street - Al Haram,37498649,Giza,Dokki,Suez Canal Insurance
Sigma Lab,Analysis laboratories,PH04,30.00867127,31.20533111,"77 Tar'at Al-Zomor Street – Nasr El-Din, Al-Haram",35696436,Giza,Pyramid,Misr Insurance
Alpha Lab Factor 16191,Analysis laboratories,PH44,30.05186343,31.19682579,Al Safa Medical Tower – Al Hijaz Square – Mohandessin,33366688,Giza,Engineers,AXA Egypt
Life Lab,Analysis laboratories,PH17,30.00036133,31.1951466,"65 El Thalatini Street, Sama Tower, next to Tabarak Children's Hospital - Omraniya",1066636801,Giza,Pyramid,MetLife Egypt
Hassab Labs,Analysis laboratories,PH32,30.06062367,31.2091262,11 Sphinx Square - Mohandessin,16987,Giza,Engineers,Misr Life Insurance
El Hekma Laboratory,Analysis laboratories,PH76,30.04019829,31.19932159,"Dokki: 6 El Tahrir Street, in front of El Bohouth Metro Station",16988,Giza,Dokki,Egypt Healthcare
El Hekma Laboratory,Analysis laboratories,PH11,29.99032643,31.15096838,"Pyramids: 93 Pyramids Street, corner of Pyramids and Mariouteya, in front of Pyramids Hospital",16987,Giza,Pyramid,Suez Canal Insurance
El Hekma Laboratory,Analysis laboratories,PH12,30.02668642,31.22639567,"Manial: 1-119 Manial Street, in front of the Faculty of Dentistry, Cairo University",16987,Giza,Manial,Misr Insurance
El Hekma Laboratory,Analysis laboratories,PH04,29.97053635,30.94151023,"October: 1st Al-Hosary Square, City Towers Center, Central Axis",16987,Giza,October,AXA Egypt
LabMediaEgypt,Analysis laboratories,PH44,30.06015303,31.19303001,"55 Abdel Moneim Riad Street, Doctors Tower",الخط الساخن 19314 01272206526,Giza,Engineers,MetLife Egypt
Labmed Egypt,Analysis laboratories,PH17,30.06010196,31.19360936,"1 Extension of 26th of July Street, Lebanon Square",الخط الساخن 19314 01272206526,Giza,Engineers,Misr Life Insurance
Labmed Egypt,Analysis laboratories,PH32,30.01835557,31.21490855,15 Murad Street,الخط الساخن 19314 01272206526,Giza,Giza,Egypt Healthcare
LabMediaEgypt,Analysis laboratories,PH76,30.02582901,31.22609626,110 El Manial Street,الخط الساخن 19314 01272206526,Giza,Manial,Suez Canal Insurance
Labmed Egypt,Analysis laboratories,PH11,29.97720997,31.27389962,319 Faisal Street,الخط الساخن 19314 01272206526,Giza,Faisal,Misr Insurance
"ENT Pro Center for Ear, Nose and Throat","Ear, Nose and Throat",PH12,30.04176476,31.21633397,140 Tahrir Street - Vodafone Building - Dokki,01210601040-012000001476,Giza,Dokki,AXA Egypt
Dr. Emad El-Din Ezzat Salama,children,PH04,30.05851264,31.19889574,84 Shehab Street – Mohandessin,33479601,Giza,Engineers,MetLife Egypt
Dr. Jamal al-Din Muhammad Taha,children,PH44,30.01153648,31.20571526,"446 Al Haram Street – Nasr El Din Complex, above Nasr El Din Tunnel",35718727,Giza,Pyramid,Misr Life Insurance
Dr. Mohamed Sonbol,children,PH17,29.96738659,31.09090495,"Next to Osama Pharmacy, Gate 4, Elgiesh Rd",1006268236,Giza,Pyramids Gardens,Egypt Healthcare
Dr. Ehab Safwat Issa,teeth,PH32,30.05124609,31.34831152,3 Atiya Al-Sawalhi Street - Technology Mall Building - Next to Al-Siraj Mall - End of Makram Ebeid Street,0226711288-01001430846,Cairo,Nasr City,Suez Canal Insurance
El-Ezaby Pharmacies,pharmacies,PH76,30.06511962,31.2005725,"65 Wadi El Nil Street, Mit Okba",33039492/493/508,Giza,Engineers,Misr Insurance
El-Ezaby Pharmacies,pharmacies,PH11,30.06636455,31.20210808,"Ahmed Orabi Street, Block 5, Nasser Housing, Mohandessin",33049975,Giza,Engineers,AXA Egypt
El-Ezaby Pharmacies,pharmacies,PH12,30.05251248,31.19137193,"166 Sudan Street, intersection of Sudan Street and Syria Street, Engineers",33446435,Giza,Engineers,MetLife Egypt
El-Ezaby Pharmacies,pharmacies,PH04,30.03674385,31.21188087,"1 Rushdan Street, Dokki",37487059,Giza,Dokki,Misr Life Insurance
El-Ezaby Pharmacies,pharmacies,PH44,29.99300219,31.14632267,"44 Al Haram Street, in front of the Pyramids Palace Hotel, Shop No. 3, Al Haram",33883546,Giza,Fidelity,Egypt Healthcare
El-Ezaby Pharmacies,pharmacies,PH17,29.98184646,31.11117498,"Gate No. 1, Pyramids Gardens",33777971/972/973/974,Giza,Pyramids Gardens,Suez Canal Insurance
El-Ezaby Pharmacies,pharmacies,PH32,30.05838501,31.19998927,"85 Shehab Street, Wadi El Nil, Mohandessin",33489580/81/82,Giza,Engineers,Misr Insurance
El-Ezaby Pharmacies,pharmacies,PH76,30.01312734,30.97559739,"Unit No. H052, Arab Mall, 6th of October",38260286/287,Giza,October,AXA Egypt
El-Ezaby Pharmacies,pharmacies,PH11,30.07494373,31.01851273,"Cairo-Alexandria Road, under the roundabout bridge facing Smart Village",1111874092,Giza,October,MetLife Egypt
El-Ezaby Pharmacies,pharmacies,PH12,30.02648801,31.00227135,"Shop No. 26, Ground Floor, Arkan Mall, Sheikh Zayed",37966404/322,Giza,Sheikh Zayed,Misr Life Insurance
El-Ezaby Pharmacies,pharmacies,PH04,30.03956601,31.22131125,"134 El Bahr El Aazam Street, next to Tsipas Sweets",35690063,Giza,Pyramid,Egypt Healthcare
El-Ezaby Pharmacies,pharmacies,PH44,30.04055966,31.20864097,22 Mossadeq Street – Dokki,37622833,Giza,Dokki,Suez Canal Insurance
El-Ezaby Pharmacies,pharmacies,PH17,30.04777595,31.19975573,Shooting Club Gate 4 - Dokki,37617590,Giza,Dokki,Misr Insurance
El-Ezaby Pharmacies,pharmacies,PH32,30.01841737,31.21072503,"509 Al Haram Street, next to Bank Misr - Giza Square",35688227,Giza,Giza,AXA Egypt
El-Ezaby Pharmacies,pharmacies,PH76,30.01276906,31.18875238,"447 Faisal Street, Madkour Station",35876466,Giza,Faisal,MetLife Egypt
El-Ezaby Pharmacies,pharmacies,PH11,30.05312046,31.19526197,Engineers – 11 Syria Street,33041647,Giza,Engineers,Misr Life Insurance
El-Ezaby Pharmacies,pharmacies,PH12,29.98316612,30.93023325,"6th of October - 17th Street, Central Axis - La City Mall",38371745,Giza,October,Egypt Healthcare
El-Ezaby Pharmacies,pharmacies,PH04,29.98481809,30.94471268,"6th of October - 7th District, Plot 283, behind 6th of October University",38371443,Giza,October,Suez Canal Insurance
Misr Pharmacies,pharmacies,PH44,30.03938038,31.21412696,Dokki Branch: 118 Tahrir Street,37621900,Giza,Dokki,Misr Insurance
Misr Pharmacies,pharmacies,PH17,30.03643107,31.20084641,Research Branch: 20 El Tahrir Street - Dokki,37626071,Giza,Dokki,AXA Egypt
Misr Pharmacies,pharmacies,PH32,29.99500693,31.15458966,"103 Al Haram Street, next to Jewel of the Pyramids Hotel - Al Kom Al Akhdar",33834559,Giza,Pyramid,MetLife Egypt
Misr Pharmacies,pharmacies,PH76,29.99084407,31.14308835,32 Al Haram Main Street - Next to Alexandria Bus Station - Mashal,33881687/85,Giza,Pyramid,Misr Life Insurance
Misr Pharmacies,pharmacies,PH11,29.99768297,31.15888119,"Haram Branch: Al-Arish Street off Haram Street, next to Metro Market",35840835,Giza,Pyramid,Egypt Healthcare
Misr Pharmacies,pharmacies,PH12,29.99997369,30.96385921,"Al Motamayez Mall, Palm Strip, 6th of October",38247127/126,Giza,October,Suez Canal Insurance
Misr Pharmacies,pharmacies,PH04,29.98153774,31.04007685,Entrance 3 Dreamland West Market 6th of October,38580023/24,Giza,October,Misr Insurance
Misr Pharmacies,pharmacies,PH44,29.96428812,30.91098751,Mian Vodafone Golden Mall 6th of October,1024437871,Giza,6th of October Mall,AXA Egypt
Misr Pharmacies,pharmacies,PH17,29.95848242,30.912123,"Vodafone Square, Fifth District, Golden Mall, 6th of October",38305358/51/52,Giza,October,MetLife Egypt
Misr Pharmacies,pharmacies,PH32,30.03355331,30.99327777,City Mark next to Saudi Sheikh Zayed,1064204695,Giza,Sheikh Zayed,Misr Life Insurance
Misr Pharmacies,pharmacies,PH76,30.05993697,31.19620323,"25 Lebanon Street, Engineers",1010955977,Giza,Engineers,Egypt Healthcare
Misr Pharmacies,pharmacies,PH11,30.06181053,31.20727453,"First Ahmed Orabi Street, Sphinx Square",33041806/03,Giza,Engineers,Suez Canal Insurance
Misr Pharmacies,pharmacies,PH12,30.01860327,31.21300798,5 Murad Street,37766515,Giza,Giza,Misr Insurance
Saif Pharmacy,pharmacies,PH04,30.0501052,31.19646571,Engineers: Shehab 22 Tigris Street Shehab,37489923/27/31,Giza,Engineers,AXA Egypt
Saif Pharmacy,pharmacies,PH44,30.05269114,31.19062471,Sudan 2 140 Sudan,33359789/796,Giza,Engineers,MetLife Egypt
Saif Pharmacy,pharmacies,PH17,30.00192284,31.14362871,"Pyramids 2, 48 Pyramids Street, in front of Mena Palace Hotel",37714350,Giza,Pyramid,Misr Life Insurance
Saif Pharmacy,pharmacies,PH32,29.97979419,31.10608482,"Hadayek Al Ahram Street 5, First Gate",33906579/80/81,Giza,Pyramids Gardens,Egypt Healthcare
Al-Hawfi Pharmacy,pharmacies,PH76,30.0050766,31.18153027,"300 Al Haram Street, next to Umm Al Abtal Al Talibiya School",37813001,Giza,Pyramid,Suez Canal Insurance
Wali Pharmacy,pharmacies,PH11,30.0387208,31.21109904,100 Dokki Street - Dokki Square,33376673,Giza,Dokki,Misr Insurance
Oscar Pharmacy,pharmacies,PH12,30.03937602,31.21281468,1 Suleiman Gohar Street - Dokki,37618750,Giza,Dokki,AXA Egypt
Majda Pharmacy,pharmacies,PH04,29.95463953,30.91377923,"6th of October - Al-Mukhtar Complex, Fifth District Services Hub",38336468,Giza,October,MetLife Egypt
Zain Pharmacy,pharmacies,PH44,30.04298662,31.21199893,19 Ministry of Agriculture Street - Dokki,33351320,Giza,Dokki,Misr Life Insurance
Mohammed Saadeh Pharmacy,pharmacies,PH17,29.96698458,31.05455143,Dreamland next to the National Bank,38553215,Giza,October,Egypt Healthcare
Elite Pharmacy,pharmacies,PH32,29.97516856,31.09248244,"Pyramids Gardens, Gardenia Street",1033710442,Giza,Pyramids Gardens,Suez Canal Insurance
Care Pharmacies (Dr. Nahed Pharmacy),pharmacies,PH76,30.10238381,31.24494417,282 Shubra Street,011-41177660,Cairo,Shubra,Misr Insurance
Care Pharmacies (Nakhlah Pharmacy),pharmacies,PH11,30.08941029,31.24687364,106 Shubra Street - Sahel,011-01438897,Cairo,Shubra,AXA Egypt
Care Pharmacies (Dr. Sulaiman Al-Hakim Pharmacy),pharmacies,PH12,30.06608814,31.24497408,325 Shubra Street - Corner of Saad Selim Street - Cairo,011-00715262,Cairo,Shubra,MetLife Egypt
Care Pharmacies (New Fayez Pharmacy),pharmacies,PH04,30.09207948,31.24499705,"196 Shubra Street - Sahel - Shubra, Egypt",011-50258558,Cairo,Shubra,Misr Life Insurance
Care Pharmacies (Dr. Najad Shaarawi Pharmacy),pharmacies,PH44,30.05784284,31.19597605,59 Shehab Street - Mohandessin,011-11255849,Giza,Engineers,Egypt Healthcare
Care Pharmacies (Dr. Ahmed Abdel Razek Pharmacy),pharmacies,PH17,30.06867469,31.19540651,335 Sudan Street - Agouza,011-01433101,Giza,The old woman,Suez Canal Insurance
Care Pharmacies (Dr. Mohammed's Pharmacy),pharmacies,PH32,30.03766214,31.19679867,153 Sudan Street - Agouza,011-16886601,Giza,The old woman,Misr Insurance
Care Pharmacies (Aladdin El-Gioushy New Pharmacy),pharmacies,PH76,30.03470004,31.19198321,40 Abdel Moneim Riad Street - Mohandessin,011-58887808,Giza,Engineers,AXA Egypt
Care Pharmacies (Al-Jiyoushi Pharmacy),pharmacies,PH11,30.05524513,31.20106022,12 Wadi El Nil Street - Mohandessin,011-13115886,Giza,Engineers,MetLife Egypt
Care Pharmacies (Amr Fouad Modern Pharmacy),pharmacies,PH12,30.05918067,31.20740641,Arab League Street - next to Al Nabila Hotel - Mohandessin,011-56984234,Giza,Engineers,Misr Life Insurance
Care Pharmacies (Bahaa Rashad Ahmed Youssef Pharmacy),pharmacies,PH04,30.03755069,31.19680939,"15 Sudan Street, Dokki",011-01438998,Giza,Dokki,Egypt Healthcare
Care Pharmacies (Dr. Mohamed Refaat Pharmacy),pharmacies,PH44,30.04761467,31.19897834,"116 Mohi El Din Abu El Ezz Street, Mohandessin",011-25710970,Giza,Engineers,Suez Canal Insurance
Care Pharmacies (Mohammed Al-Bayadi Pharmacy),pharmacies,PH17,30.04005297,31.21049921,"44 Dokki Street - Misr Insurance Tower, next to Seidnaoui",011-00742585,Giza,Dokki,Misr Insurance
Care Pharmacies (Dr. Yasser and Marwa Pharmacy),pharmacies,PH32,30.04123698,31.1952772,61 Sudan Street - Mohandessin,011-46607555,Giza,Engineers,AXA Egypt
Care Pharmacies (Ali & Ali Pharmacy),pharmacies,PH76,30.05160138,31.20124243,37 Suleiman Abaza Street - Dokki - Giza,011-01833501,Giza,Dokki,MetLife Egypt
Care Pharmacies (Freedom Pharmacy),pharmacies,PH11,30.03446346,31.21238651,1 Hussein Wassef Street - Dokki - Giza,011-03612383,Giza,Dokki,Misr Life Insurance
Care Pharmacies (Dr. Mohammed & Mohammed Pharmacy),pharmacies,PH12,30.05811703,31.20934151,26 Al-Falouga Street - Agouza,011-55453131,Giza,The old woman,Egypt Healthcare
Care Pharmacies (Dr. George Maher Pharmacy),pharmacies,PH04,30.05190559,31.20980336,"4 Martyr Yahya El-Sawy Street - next to the Serum and Vaccine Institute, Agouza",011-01833482,Giza,The old woman,Suez Canal Insurance
Care Pharmacies (Dr. Karim Marjan Pharmacy),pharmacies,PH44,30.01495377,31.21114437,511 Al-Ahram Street - Giza Square,011-16886816,Giza,Giza,Misr Insurance
Care Pharmacies (Dr. Ahmed El-Gebaly Pharmacy),pharmacies,PH17,30.01130834,31.18980664,336 Al Haram Street,011-16886801,Giza,Pyramid,AXA Egypt
Care Pharmacies (Dr. Abu Al-Dahab Pharmacy),pharmacies,PH32,29.99272629,31.15583907,132 A Al Haram Street,011-01433104,Giza,Pyramid,MetLife Egypt
Care Pharmacies (Dr. Marwa Mohamed Mustafa Pharmacy),pharmacies,PH76,29.98438586,31.14289798,16 Abu El Houl Tourist Street - Nazlet El Samman - Al Haram,011-46756766,Giza,Pyramid,Misr Life Insurance
Care Pharmacies (Dr. Mahmoud Farid Pharmacy),pharmacies,PH11,29.96263849,31.15405037,18 Zaghloul Street - Corner of Menisi Ibrahim Street - Mashal - Al Haram,011-46744146,Giza,Pyramid,Egypt Healthcare
Care Pharmacies (Dr. Hamza Montaser Pharmacy),pharmacies,PH12,30.00941628,31.20000404,"408 Al Haram Street - Al Omraniya District - Giza, next to Giza Governorate - Al Manara Hospital",011-46757553,Giza,Pyramid,Suez Canal Insurance
Care Pharmacies (Walaa Abdel Aleem Pharmacy),pharmacies,PH04,30.00591934,31.17876145,"The intersection of Labini and Abdel Magid Al-Batran - Al-Marioutiya, next to Vodafone",011-13113998,Giza,Pyramid,Misr Insurance
Care Pharmacies (Dr. Ahmed Maher Pharmacy),pharmacies,PH44,29.99465687,31.16094818,166 Al Haram Street,011-50422355,Giza,Pyramid,AXA Egypt
Care Pharmacies (Dr. Mohammed Abdul Rahman Pharmacy),pharmacies,PH17,30.00046423,31.17652482,256 - Al Haram Street,011-46761711,Giza,Pyramid,MetLife Egypt
Care Pharmacies (Dr. Ahmed Maher's New Pharmacy),pharmacies,PH32,29.96050194,31.08818565,430N Entrance to Gate 4 - Pyramids Gardens,011-46728828,Giza,Pyramids Gardens,Misr Life Insurance
Care Pharmacies (Dr. Adel El Salamouni Pharmacy),pharmacies,PH76,29.97590997,31.10736293,First Gate - Gardenia Street - Pyramids Gardens,011-01833493,Giza,Pyramids Gardens,Egypt Healthcare
Care Pharmacies (Dr. Mahmoud Ahmed Ibrahim Pharmacy),pharmacies,PH11,30.00238143,31.16751461,283 Faisal Street - Al Matbaa - Opposite Misr Gas,011-45944462,Giza,Faisal,Suez Canal Insurance
Care Pharmacies (Tayba Pharmacy),pharmacies,PH12,29.99335925,31.14564924,"King Faisal Street, intersection of Al-Labini, Al-Marioutiya, Faisal",011-01433089,Giza,Faisal,Misr Insurance
Care Pharmacies (Dr. Salah Saqr Pharmacy),pharmacies,PH04,30.0040819,31.17492181,"363 King Faisal Street, corner of Hussein El-Tersawy Street",011-26743383,Giza,Faisal,AXA Egypt
Care Pharmacies (Dr. Mahmoud Al-Ajrami's New Pharmacy),pharmacies,PH44,30.00647316,31.14551872,"27 Al Kaabish Street, Faisal",011-01881603,Giza,Faisal,MetLife Egypt
Care Pharmacies (Dr. Mahmoud Al-Ajrami Pharmacy),pharmacies,PH17,30.00513527,31.14637702,14 Al-Ahram Canal Street - Al-Kaabeesh - Faisal,011-00576370,Giza,Faisal,Misr Life Insurance
Care Pharmacies (Mohammed Hussein Pharmacy),pharmacies,PH32,30.02084507,31.22495608,17A King Faisal Street - Al Huda Tower,011-03057601,Giza,Faisal,Egypt Healthcare
Care Pharmacies (Dr. Rami Khalifa Pharmacy),pharmacies,PH76,30.06834217,30.95741271,"Beverly Hills Compound - Quadruple Gate, Gate No. (9), Services Area - The Walk Mall, Shop No. 4, Building No. 8",011-27801261,Giza,October,Suez Canal Insurance
Care Pharmacies (Mohammed & Mina Pharmacy),pharmacies,PH11,30.04797189,30.99055683,"6/1 Al Yasmin Resort - Al Salam Center, Shop 104, Sheikh Zayed - 6th of October",011-40148489,Giza,Sheikh Zayed,Misr Insurance
Care Pharmacies (Dr. Rami Zeitoun Pharmacy),pharmacies,PH12,29.97169652,30.91938909,"Plot 29, First and Second Service Axis - 6th of October City",011-50258321,Giza,October,AXA Egypt
Care Pharmacies (Dr. Walaa Mohamed's New Pharmacy),pharmacies,PH04,29.97595745,30.94743737,First District - First Neighborhood - Building 9 - 6th of October,011-50774766,Giza,October,MetLife Egypt
Care Pharmacies (Dr. Mohamed Radwan Pharmacy),pharmacies,PH44,30.00599953,30.97453153,Gate 15 - Shop No. 4 - Mall of Arabia - 6th of October,011-11989053,Giza,October,Misr Life Insurance
Care Pharmacies (Mohamed Refaat Mohamed Ali Pharmacy),pharmacies,PH17,30.01857841,31.22525648,Shell Out Central Axis Gas Station - Vodafone Square - 6th of October,011-03217783,Giza,October,Egypt Healthcare
Good Shepherd Hospital,hospital,PH32,30.4719005,31.17648798,"Saad Zaghloul Street, next to Bank Misr - Banha",3260280-3255258,Qalyubia,Banha,Suez Canal Insurance
Valley of Medicine Hospital,hospital,PH76,30.12874109,31.25860232,"66 15th of May Street, East Shubra El Kheima District",0242209090 01009981011,Qalyubia,Shubra El Kheima,Misr Insurance
Al Shorouk Hospital,hospital,PH11,30.08686034,31.20236051,Bassous - Nile Bridge Street - Qanater El Khayreya,1228974110,Qalyubia,Basos,AXA Egypt
Absar Hospital for Medical Services,hospital,PH12,30.4666978,31.1877872,"1 Al-Nassaj Street, in front of the Faculty of Science, Benha",1159001177,Qalyubia,Banha,MetLife Egypt
